,State,LGA,lat,lon
5837,Kastina,Kaita,13.0769,7.762418
5838,Kastina,Kaita,13.076039,7.760598
5839,Kastina,Kaita,13.075385,7.759665
5840,Zamfara,Gummi,12.201052,5.015355
5841,Zamfara,Gummi,12.200818,5.01698
5842,Zamfara,Gummi,12.201033,5.015996
5843,Zamfara,Gummi,12.20053,5.015377
5844,Zamfara,Gummi,12.20149,5.014492
5845,Zamfara,Gummi,12.206253,5.012029
5846,Jigawa,Maigatari,12.810209,9.449753
5847,Jigawa,Maigatari,12.810209,9.449753
5848,Jigawa,Maigatari,12.810209,9.449753
5849,Jigawa,Maigatari,12.810209,9.449753
5850,Jigawa,Maigatari,12.804931,9.447604
5851,Jigawa,Maigatari,12.804931,9.447604
5852,Jigawa,Maigatari,12.804931,9.447604
5853,Kano,Gwarzo,11.905297,7.931691
5854,Kano,Makoda,12.421427,8.434778
5855,Kano,Gwarzo,11.907096,7.932983
5856,Kano,Gwarzo,11.906464,7.932132
5857,Kano,Gwarzo,11.905165,7.932321
5858,Kano,Makoda,12.421708,8.434376
5859,Kano,Makoda,12.421454,8.435028
5860,Kano,Makoda,12.421968,8.434397
5861,Kano,Makoda,12.421468,8.434533
5862,Kano,Makoda,12.421994,8.434213
5863,Kano,Makoda,12.421978,8.433982
5864,Kano,Makoda,12.421963,8.433707
5865,Kano,Gwarzo,11.92125,7.928915
5866,Kano,Gwarzo,11.921235,7.929263
5867,Borno,Bama,11.837302,13.145745
5868,Borno,Bama,11.837179,13.14573
5869,Borno,Bama,11.83705,13.145905
5870,Borno,Bama,11.837093,13.145732
5871,Borno,Bama,11.837258,13.145638
5872,Borno,Bama,11.837255,13.145703
5873,Borno,Bama,11.83718,13.145773
5874,Borno,Bama,11.83715,13.145837
5875,Bauchi,Jama'are,11.669031,9.923676
5876,Gombe,Akko,10.274636,11.204993
5877,Taraba,Wukari,7.895645,9.816588
5878,Bauchi,Itas/Gadau,11.855579,9.963071
5879,Taraba,Wukari,7.88583,9.801838
5880,Taraba,Wukari,7.876821,9.79434
5881,Taraba,Donga,7.720089,10.021891
5882,Taraba,Donga,7.719794,10.02174
5883,Taraba,Donga,7.721243,10.047679
5884,Taraba,Donga,7.721243,10.047679
5885,Taraba,Donga,7.711009,10.037605
5886,Taraba,Donga,7.716205,10.051426
5887,Bauchi,Itas/Gadau,11.855652,9.962816
5888,Adamawa,Hong,10.228756,12.928086
5889,Bauchi,Itas/Gadau,11.856177,9.963294
5890,Adamawa,Hong,10.225147,12.929423
5891,Yobe,Bursari,12.494206,11.497844
5892,Adamawa,Jada,8.742288,12.158544
5893,Adamawa,Jada,8.741004,12.158893
5894,Adamawa,Jada,8.73973,12.15982
5895,Adamawa,Jada,8.738573,12.158526
5896,Adamawa,Jada,8.739252,12.156976
5897,Adamawa,Hong,10.226433,12.9282
5898,Adamawa,Jada,8.740132,12.158758
5899,Yobe,Bursari,12.502837,11.498638
5900,Gombe,Dukku,10.81986,10.773722
5901,Bauchi,Itas/Gadau,11.856947,9.963623
5902,Gombe,Dukku,10.819954,10.774329
5903,Gombe,Dukku,10.817618,10.773741
5904,Yobe,Bursari,12.503947,11.50411
5905,Borno,Mafa,11.849482,13.13286
5906,Borno,Mafa,11.849569,13.132769
5907,Borno,Mafa,11.849669,13.132716
5908,Yobe,Nangere,11.545212,10.99411
5909,Adamawa,Madagali,10.708788,13.386856
5910,Adamawa,Madagali,10.710804,13.390562
5911,Adamawa,Madagali,10.711818,13.393511
5912,Adamawa,Madagali,10.716005,13.391791
5913,Adamawa,Madagali,10.718653,13.39085
5914,Adamawa,Madagali,10.714951,13.388436
5915,Adamawa,Madagali,10.711479,13.384639
5916,Adamawa,Michika,10.629686,13.397262
5917,Adamawa,Michika,10.627643,13.400092
5918,Adamawa,Michika,10.620441,13.397896
5919,Bauchi,Itas/Gadau,11.857337,9.963683
5920,Bauchi,Bogoro,9.65542,9.589085
5921,Bauchi,Bogoro,9.653858,9.586748
5922,Gombe,Gombe,10.279378,11.205102
5923,Gombe,Dukku,10.80979,10.774619
5924,Gombe,Gombe,10.279511,11.205239
5925,Bauchi,Itas/Gadau,11.855701,9.961429
5926,Gombe,Dukku,10.809375,10.774641
5927,Adamawa,Hong,10.233185,12.926533
5928,Yobe,Bursari,12.472895,11.531394
5929,Adamawa,Hong,10.232854,12.92448
5930,Adamawa,Hong,10.233804,12.923816
5931,Adamawa,Hong,10.234476,12.921016
5932,Bauchi,Itas/Gadau,11.855667,9.965094
5933,Gombe,Gombe,10.279684,11.204599
5934,Bauchi,Bogoro,9.658972,9.594662
5935,Borno,Mafa,11.849272,13.132991
5936,Borno,Mafa,11.849409,13.132926
5937,Borno,Mafa,11.849285,13.132772
5938,Gombe,Dukku,10.819294,10.775504
5939,Gombe,Dukku,10.809095,10.774257
5940,Yobe,Fika,11.284512,11.30622
5941,Borno,Nganzai,11.810922,13.131327
5942,Borno,Nganzai,11.809116,13.125201
5943,Borno,Nganzai,11.809505,13.126702
5944,Gombe,Gombe,10.279991,11.202827
5945,Bauchi,Bogoro,9.66162,9.601557
5946,Adamawa,Guyuk,9.697332,11.955902
5947,Adamawa,Guyuk,9.697414,11.954919
5948,Adamawa,Guyuk,9.69776,11.954417
5949,Adamawa,Guyuk,9.697214,11.956789
5950,Adamawa,Guyuk,9.696932,11.957764
5951,Gombe,Gombe,10.28143,11.202499
5952,Adamawa,Guyuk,9.696658,11.958201
5953,Bauchi,Shira,11.381707,10.195716
5954,Adamawa,Guyuk,9.697753,11.956664
5955,Bauchi,Bogoro,9.664422,9.602968
5956,Gombe,Dukku,10.807256,10.772845
5957,Gombe,Gombe,10.280954,11.201697
5958,Bauchi,Bogoro,9.668415,9.605815
5959,Yobe,Fika,11.290406,11.30675
5960,Yobe,Fika,11.292549,11.308674
5961,Gombe,Dukku,10.807123,10.772305
5962,Borno,Maiduguri,11.849406,13.132963
5963,Adamawa,Yola South,9.276997,12.377193
5964,Adamawa,Yola South,9.276404,12.375152
5965,Adamawa,Yola South,9.275708,12.376588
5966,Adamawa,Yola South,9.274656,12.375589
5967,Adamawa,Yola South,9.274726,12.376403
5968,Adamawa,Yola South,9.272625,12.375818
5969,Adamawa,Yola South,9.271114,12.374617
5970,Bauchi,Bogoro,9.671022,9.604038
5971,Borno,Nganzai,11.807762,13.127521
5972,Borno,Nganzai,11.809599,13.126874
5973,Borno,Nganzai,11.809974,13.127218
5974,Borno,Nganzai,11.807866,13.137794
5975,Borno,Nganzai,11.810086,13.128805
5976,Yobe,Fika,11.290507,11.220764
5977,Bauchi,Bogoro,9.67447,9.601977
5978,Bauchi,Bogoro,9.696977,9.589872
5979,Yobe,Fika,11.330306,11.22605
5980,Yobe,Fika,11.545362,11.038754
5981,Bauchi,Shira,11.381707,10.195716
5982,Bauchi,Shira,11.381707,10.195716
5983,Bauchi,Shira,11.381707,10.195716
5984,Bauchi,Shira,11.381707,10.195716
5985,Bauchi,Shira,11.381707,10.195716
5986,Borno,Gubio,11.850063,13.132794
5987,Borno,Gubio,11.850365,13.13277
5988,Borno,Gubio,11.850104,13.132836
5989,Borno,Gubio,11.877521,13.111747
5990,Borno,Gubio,11.877432,13.111808
5991,Yobe,Fika,11.550138,10.994344
5992,Yobe,Bursari,12.767154,11.504769
5993,Yobe,Bursari,12.759677,11.509307
5994,Yobe,Bursari,12.720284,11.515433
5995,Yobe,Karasuwa,12.951085,10.791392
5996,Yobe,Karasuwa,12.951172,10.790909
5997,Yobe,Karasuwa,12.910005,10.660933
5998,Borno,Bama,11.837314,13.145917
5999,Borno,Bama,11.837138,13.145661
6000,Borno,Dikwa,11.837333,13.147712
6001,Borno,Dikwa,11.837414,13.147633
6002,Borno,Dikwa,11.83737,13.147651
6003,Borno,Dikwa,11.837089,13.145959
6004,Borno,Dikwa,11.837816,13.145175
6005,Yobe,Karasuwa,12.909936,10.665771
6006,Yobe,Karasuwa,12.912841,10.664521
6007,Yobe,Karasuwa,12.912841,10.664521
6008,Yobe,Nguru,12.88313,10.44968
6009,Yobe,Nguru,12.882811,10.447616
6010,Ekiti,Ekiti West,7.706541,5.042345
6011,Ekiti,Ekiti West,7.706541,5.042345
6012,Akwa-Ibom,Nsit-Ubium,5.012203,7.957413
6013,Akwa-Ibom,Oruk Anam,5.011381,7.958342
6014,Akwa-Ibom,Ukanafun,5.015055,7.9103
6015,Kogi,Koton karfe,8.085706,6.801584
6016,Niger,Edati,9.134425,5.573034
6017,Niger,Edati,9.1345,5.573364
6018,Niger,Edati,9.134762,5.573363
6019,Federal Capital Territory,Bwari,9.145452,7.336185
6020,Benue,Vandeikya,7.014374,9.034733
6021,Benue,Buruku,7.483798,9.232588
6022,Nasarawa,Lafia,8.524877,8.655662
6023,Nasarawa,Lafia,8.524873,8.655472
6024,Nasarawa,Lafia,8.524664,8.654982
6025,Federal Capital Territory,Bwari,9.14627,7.336247
6026,Benue,Vandeikya,7.0107,9.041165
6027,Nasarawa,Nasarawa Eggon,8.618734,8.552744
6028,Benue,Ohimini,7.229878,7.928853
6029,Benue,Kwande,6.886646,9.233205
6030,Benue,Oju,6.879302,8.401754
6031,Benue,Obi,7.023838,8.316635
6032,Benue,Ogbadibo,7.135382,7.671949
6033,Benue,Oju,6.879281,8.401596
6034,Benue,Obi,7.023725,8.316756
6035,Benue,Ogbadibo,7.135165,7.671824
6036,Benue,Oju,6.879552,8.401585
6037,Benue,Ogbadibo,7.133498,7.669173
6038,Niger,Edati,9.135056,5.573139
6039,Niger,Edati,9.134759,5.572788
6040,Niger,Edati,9.13528,5.572959
6041,Niger,Edati,9.135432,5.572555
6042,Benue,Ogbadibo,7.130859,7.6656
6043,Benue,Oju,6.879373,8.401426
6044,Benue,Ogbadibo,7.131065,7.66619
6045,Benue,Oju,6.8791,8.401401
6046,Benue,Ogbadibo,7.130747,7.665787
6047,Benue,Oju,6.879118,8.401255
6048,Benue,Ogbadibo,7.13065,7.666009
6049,Federal Capital Territory,Gwagwalada,9.098256,7.216839
6050,Federal Capital Territory,Gwagwalada,9.098011,7.216409
6051,Federal Capital Territory,Gwagwalada,9.097795,7.215797
6052,Federal Capital Territory,Gwagwalada,9.097344,7.215455
6053,Federal Capital Territory,Gwagwalada,9.096916,7.214951
6054,Federal Capital Territory,Gwagwalada,9.096508,7.214606
6055,Federal Capital Territory,Gwagwalada,9.096008,7.21408
6056,Federal Capital Territory,Gwagwalada,9.094119,7.212145
6057,Federal Capital Territory,Gwagwalada,9.098434,7.217188
6058,Kogi,Koton karfe,8.086764,6.801178
6059,Benue,Ogbadibo,7.130288,7.666195
6060,Benue,Obi,7.023666,8.317182
6061,Benue,Obi,7.023666,8.317182
6062,Benue,Obi,7.023598,8.317339
6063,Benue,Obi,7.023437,8.317271
6064,Benue,Oju,6.878801,8.401676
6065,Benue,Obi,7.023385,8.324895
6066,Plateau,Jos North,9.96375,8.870356
6067,Benue,Obi,7.023217,8.325176
6068,Kogi,Koton karfe,8.089324,6.800034
6069,Plateau,Jos North,9.964668,8.86806
6070,Benue,Oju,6.87339,8.421696
6071,Benue,Oju,6.873148,8.421485
6072,Kogi,Koton karfe,8.079524,6.821611
6073,Benue,Ogbadibo,7.13925,7.66679
6074,Niger,Paikoro,9.526857,6.57524
6075,Niger,Paikoro,9.529422,6.571256
6076,Benue,Ogbadibo,7.139683,7.66678
6077,Benue,Buruku,7.487694,9.23437
6078,Benue,Gboko,7.337684,9.008073
6079,Kwara,Latiagi,8.831219,4.9856
6080,Kwara,Latiagi,8.831072,4.98596
6081,Kwara,Latiagi,8.831103,4.986116
6082,Kwara,Latiagi,8.831107,4.986088
6083,Kwara,Latiagi,8.830999,4.986065
6084,Kwara,Latiagi,8.83101,4.986614
6085,Kwara,Latiagi,8.830612,4.986666
6086,Kwara,Latiagi,8.830309,4.986278
6087,Kwara,Latiagi,8.830265,4.985883
6088,Kwara,Latiagi,8.829917,4.985883
6089,Benue,Ushongo,7.107767,9.007248
6090,Nasarawa,Akwanga,8.623338,8.556622
6091,Nasarawa,Akwanga,8.623335,8.556592
6092,Nasarawa,Akwanga,8.529348,8.523648
6093,Nasarawa,Akwanga,8.529157,8.519242
6094,Niger,Paikoro,9.53045,6.571678
6095,Niger,Paikoro,9.531538,6.573707
6096,Niger,Paikoro,9.525363,6.567035
6097,Niger,Paikoro,9.531435,6.576513
6098,Enugu,Isi Uzo,6.791104,7.713158
6099,Enugu,Isi Uzo,6.791104,7.713158
6100,Enugu,Isi Uzo,6.783348,7.713115
6101,Enugu,Isi Uzo,6.783348,7.713115
6102,Enugu,Isi Uzo,6.783348,7.713115
6103,Enugu,Isi Uzo,6.782809,7.710282
6104,Enugu,Isi Uzo,6.782809,7.710282
6105,Enugu,Isi Uzo,6.782809,7.710282
6106,Enugu,Nkanu West,6.343306,7.592605
6107,Enugu,Nkanu West,6.341254,7.593494
6108,Enugu,Isi Uzo,6.782809,7.710282
6109,Ebonyi,Izzi,6.64421,8.202519
6110,Enugu,Nkanu West,6.339205,7.588891
6111,Enugu,Isi Uzo,6.768119,7.702931
6112,Enugu,Nkanu West,6.296342,7.484698
6113,Enugu,Isi Uzo,6.768119,7.702931
6114,Ebonyi,Edda,5.752344,7.843
6115,Abia,Ukwa East,4.887132,7.350925
6116,Abia,Ukwa East,4.88713,7.350942
6117,Abia,Ukwa East,4.885597,7.351282
6118,Abia,Ukwa East,4.883992,7.351577
6119,Abia,Ukwa East,4.883403,7.352927
6120,Abia,Ukwa East,4.883295,7.354092
6121,Enugu,Isi Uzo,6.768119,7.702931
6122,Enugu,Nkanu West,6.298614,7.484174
6123,Enugu,Nkanu West,6.313903,7.513891
6124,Enugu,Isi Uzo,6.759411,7.69969
6125,Ebonyi,Edda,5.752344,7.843
6126,Ebonyi,Edda,5.752363,7.842822
6127,Anambra,Onitsha North,6.157213,6.801115
6128,Anambra,Onitsha North,6.157213,6.801115
6129,Anambra,Onitsha North,6.157425,6.801157
6130,Anambra,Onitsha North,6.157348,6.800908
6131,Ebonyi,Edda,5.752344,7.843
6132,Ebonyi,Edda,5.752413,7.842835
6133,Imo,Njaba,5.664421,7.016663
6134,Anambra,Onitsha North,6.157348,6.800908
6135,Anambra,Ayamelum,6.468441,6.930306
6136,Abia,Isiala Ngwa North,5.358381,7.366538
6137,Anambra,Ayamelum,6.468441,6.930306
6138,Enugu,Igbo Eze South,6.922164,7.4019
6139,Anambra,Ayamelum,6.468441,6.930306
6140,Ebonyi,Edda,5.752594,7.84289
6141,Abia,Isiala Ngwa North,5.362547,7.367774
6142,Anambra,Onitsha North,6.157718,6.800859
6143,Anambra,Ayamelum,6.468441,6.930306
6144,Abia,Isiala Ngwa North,5.153553,7.329675
6145,Anambra,Ayamelum,6.468441,6.930306
6146,Imo,Njaba,5.668376,7.015225
6147,Ebonyi,Edda,5.752558,7.842913
6148,Abia,Umuahia North,5.529545,7.494303
6149,Anambra,Ayamelum,6.468441,6.930306
6150,Abia,Umuahia North,5.153553,7.329675
6151,Imo,Njaba,5.668819,7.015067
6152,Ebonyi,Edda,5.75241,7.842825
6153,Abia,Bende,5.559182,7.627532
6154,Abia,Bende,5.559546,7.635256
6155,Imo,Njaba,5.669044,7.014995
6156,Abia,Bende,5.559215,7.627592
6157,Imo,Njaba,5.669449,7.015421
6158,Abia,Bende,5.559504,7.637606
6159,Anambra,Nnewi North,6.004486,6.954664
6160,Imo,Njaba,5.669949,7.015445
6161,Anambra,Nnewi North,6.004486,6.954664
6162,Enugu,Igbo Eze South,6.936937,7.369261
6163,Imo,Onuimo,5.746276,7.183863
6164,Imo,Onuimo,5.736295,7.178826
6165,Imo,Onuimo,5.74639,7.183857
6166,Imo,Onuimo,5.74663,7.183294
6167,Imo,Onuimo,5.747328,7.18112
6168,Anambra,Nnewi North,6.004486,6.954664
6169,Anambra,Nnewi North,6.004486,6.954664
6170,Imo,Njaba,5.6713,7.014874
6171,Enugu,Igbo Eze South,6.918919,7.405279
6172,Anambra,Ayamelum,6.469748,6.931215
6173,Abia,Arochukwu,5.591463,7.674915
6174,Abia,Arochukwu,5.591463,7.674915
6175,Abia,Arochukwu,5.593553,7.674973
6176,Abia,Arochukwu,5.591625,7.674785
6177,Abia,Arochukwu,5.592641,7.675882
6178,Anambra,Ayamelum,6.469748,6.931215
6179,Anambra,Nnewi North,6.004486,6.954664
6180,Enugu,Igbo Eze South,6.918919,7.405279
6181,Anambra,Ayamelum,6.469748,6.931215
6182,Abia,Arochukwu,5.593172,7.676172
6183,Anambra,Nnewi North,6.004486,6.954664
6184,Enugu,Igbo Eze South,6.918919,7.405279
6185,Imo,Njaba,5.671206,7.015267
6186,Anambra,Ayamelum,6.469748,6.931215
6187,Enugu,Igbo Eze South,6.918919,7.405279
6188,Anambra,Nnewi North,6.004486,6.954664
6189,Imo,Onuimo,5.746862,7.181105
6190,Anambra,Nnewi North,6.004486,6.954664
6191,Imo,Onuimo,5.74725,7.181585
6192,Imo,Onuimo,5.747643,7.179529
6193,Imo,Njaba,5.668977,7.014781
6194,Enugu,Igbo Eze South,6.918919,7.405279
6195,Abia,Arochukwu,5.593144,7.676328
6196,Imo,Njaba,5.669147,7.014956
6197,Anambra,Ayamelum,6.505565,6.975276
6198,Anambra,Ayamelum,6.505565,6.975276
6199,Enugu,Igbo Eze South,6.918919,7.405279
6200,Enugu,Igbo Eze South,6.954955,7.405846
6201,Ebonyi,Onicha,6.109766,7.838495
6202,Enugu,Igbo Eze South,6.954955,7.405846
6203,Ebonyi,Onicha,6.109766,7.838495
6204,Abia,Arochukwu,5.591398,7.674203
6205,Ebonyi,Onicha,6.109766,7.838495
6206,Enugu,Igbo Eze South,6.954955,7.405846
6207,Anambra,Nnewi North,6.004486,6.954664
6208,Enugu,Igbo Eze South,6.954955,7.405846
6209,Enugu,Igbo Eze South,6.954955,7.405846
6210,Ebonyi,Edda,5.751985,7.843166
6211,Imo,Mbaitoli,5.539792,7.013827
6212,Imo,Mbaitoli,5.539798,7.013857
6213,Imo,Mbaitoli,5.539798,7.013857
6214,Imo,Mbaitoli,5.539798,7.013857
6215,Imo,Mbaitoli,5.538055,7.015557
6216,Imo,Mbaitoli,5.538037,7.015538
6217,Imo,Mbaitoli,5.538088,7.015548
6218,Imo,Mbaitoli,5.538088,7.015613
6219,Imo,Mbaitoli,5.538062,7.015639
6220,Ebonyi,Edda,5.752026,7.843041
6221,Abia,Arochukwu,5.593172,7.676172
6222,Abia,Arochukwu,5.593433,7.676628
6223,Anambra,Nnewi South,6.010091,6.949593
6224,Ebonyi,Onicha,6.109766,7.838495
6225,Ebonyi,Onicha,6.109766,7.838495
6226,Abia,Umuahia South,5.533366,7.480425
6227,Anambra,Nnewi North,6.010091,6.949593
6228,Ebonyi,Onicha,6.109766,7.838495
6229,Anambra,Nnewi North,6.010091,6.949593
6230,Ebonyi,Onicha,6.109766,7.838495
6231,Enugu,Aninri,6.10945,7.539364
6232,Ebonyi,Onicha,6.109766,7.838495
6233,Enugu,Aninri,6.109172,7.538394
6234,Enugu,Igbo Eze South,6.918919,7.387129
6235,Enugu,Igbo Eze South,6.918919,7.387129
6236,Imo,Onuimo,5.747831,7.179591
6237,Imo,Onuimo,5.747862,7.17971
6238,Anambra,Onitsha North,6.157786,6.800633
6239,Anambra,Onitsha North,6.157913,6.800708
6240,Anambra,Onitsha North,6.158089,6.800863
6241,Anambra,Onitsha North,6.158089,6.800863
6242,Anambra,Onitsha North,6.158089,6.800863
6243,Anambra,Onitsha North,6.15638,6.80363
6244,Ebonyi,Edda,5.751985,7.843166
6245,Ebonyi,Edda,5.751892,7.84317
6246,Kano,Gwarzo,11.920202,7.930406
6247,Zamfara,Gummi,12.168061,6.686702
6248,Zamfara,Gummi,12.147694,5.11514
6249,Kastina,Kurfi,12.666747,7.482915
6250,Kastina,Kurfi,12.670772,7.484109
6251,Kastina,Kurfi,12.643121,7.494081
6252,Kastina,Ingawa,12.643649,8.053999
6253,Kastina,Ingawa,12.645241,8.054316
6254,Kastina,Kurfi,12.643972,7.493956
6255,Kastina,Kurfi,12.644934,7.491525
6256,Kastina,Kurfi,12.642322,7.491901
6257,Kaduna,Giwa,11.199805,7.56482
6258,Kaduna,Giwa,11.19984,7.564632
6259,Jigawa,Birniwa,12.791125,10.23655
6260,Zamfara,Kaura-Namoda,11.715253,6.881916
6261,Zamfara,Kaura-Namoda,11.717381,6.880483
6262,Jigawa,Birniwa,12.786373,10.238336
6263,Kaduna,Giwa,11.200734,7.565959
6264,Jigawa,Birniwa,12.765673,10.255341
6265,Kano,Shanono,12.053234,7.991209
6266,Kaduna,Giwa,11.199699,7.567323
6267,Jigawa,Birniwa,12.765987,10.25804
6268,Kano,Garko,11.655344,8.800537
6269,Jigawa,Birniwa,12.765264,10.260084
6270,Kano,Shanono,12.053225,7.991124
6271,Jigawa,Birniwa,12.765836,10.258793
6272,Jigawa,Birniwa,12.76497,10.256425
6273,Kano,Garko,11.654348,8.799055
6274,Kano,Shanono,12.053627,7.991287
6275,Jigawa,Taura,12.223113,9.283005
6276,Kastina,Ingawa,12.644615,8.054727
6277,Kano,Kiru,11.698745,8.133366
6278,Kastina,Ingawa,12.643332,8.055363
6279,Jigawa,Taura,12.223672,9.283601
6280,Kaduna,Giwa,11.19482,7.576078
6281,Kastina,Ingawa,12.642706,8.048513
6282,Jigawa,Taura,12.223656,9.284074
6283,Kano,Takai,11.563181,9.108307
6284,Kano,Garko,11.65356,8.799965
6285,Kastina,Ingawa,12.644031,8.049967
6286,Kastina,Ingawa,12.643088,8.049819
6287,Kano,Kiru,11.699093,8.13395
6288,Kaduna,Giwa,11.19489,7.575697
6289,Jigawa,Taura,12.222981,9.279532
6290,Kaduna,Zaria,11.089596,7.716433
6291,Kaduna,Zaria,11.074162,7.707837
6292,Kaduna,Zaria,11.049526,7.697477
6293,Kaduna,Igabi,10.523867,7.39643
6294,Kaduna,Igabi,10.524594,7.394757
6295,Jigawa,Taura,12.223541,9.278948
6296,Kano,Kiru,11.699142,8.134671
6297,Kaduna,Igabi,10.525412,7.394603
6298,Kastina,Mashi,12.978621,7.947015
6299,Jigawa,Taura,12.223287,9.278296
6300,Kaduna,Giwa,11.194144,7.575792
6301,Kano,Garko,11.648164,8.805453
6302,Kano,Takai,11.561823,9.109205
6303,Kano,Kiru,11.697895,8.135193
6304,Kastina,Mashi,12.979553,7.946696
6305,Kebbi,Dandi,12.456668,4.220361
6306,Kaduna,Giwa,11.194217,7.575982
6307,Kaduna,Igabi,10.525843,7.394956
6308,Jigawa,Taura,12.222128,9.277794
6309,Kaduna,Kajuru,10.331217,7.711635
6310,Kaduna,Kajuru,10.330567,7.711153
6311,Kaduna,Kajuru,10.329645,7.710182
6312,Kaduna,Kajuru,10.330222,7.711565
6313,Kaduna,Kajuru,10.33007,7.711654
6314,Kaduna,Kajuru,10.331695,7.713278
6315,Kaduna,Kajuru,10.332946,7.712656
6316,Kano,Kiru,11.702714,8.138161
6317,Kano,Takai,11.563164,9.110028
6318,Kano,Garko,11.65139,8.808325
6319,Kaduna,Igabi,10.52581,7.39488
6320,Kaduna,Igabi,10.523109,7.398801
6321,Kaduna,Igabi,10.5238,7.398145
6322,Kano,Kiru,11.703599,8.137448
6323,Kano,Garko,11.653077,8.806426
6324,Kano,Takai,11.575227,9.112406
6325,Kastina,Mashi,12.979172,7.947822
6326,Kano,Kiru,11.704525,8.136523
6327,Kano,Shanono,12.049427,7.990413
6328,Kaduna,Zangon Kataf,9.752755,8.389067
6329,Kaduna,Zangon Kataf,9.752755,8.389067
6330,Kaduna,Zangon Kataf,9.753533,8.388256
6331,Kaduna,Zangon Kataf,9.753589,8.388141
6332,Kaduna,Zangon Kataf,9.755201,8.385931
6333,Kaduna,Zangon Kataf,9.756108,8.385228
6334,Kaduna,Zangon Kataf,9.756621,8.384664
6335,Kaduna,Zangon Kataf,9.758299,8.38324
6336,Kaduna,Zangon Kataf,9.758298,8.383241
6337,Kano,Takai,11.575343,9.113481
6338,Kano,Garko,11.650833,8.806113
6339,Kano,Bagwai,12.1562,8.134782
6340,Zamfara,Maru,12.341448,6.343879
6341,Zamfara,Maru,12.340571,6.343485
6342,Kano,Takai,11.576914,9.113161
6343,Kaduna,Kudan,11.304893,7.731956
6344,Kano,Shanono,12.04936,7.990244
6345,Kano,Bagwai,12.155609,8.1327
6346,Zamfara,Maru,12.342801,6.340471
6347,Zamfara,Maru,12.340209,6.345711
6348,Kano,Bunkure,11.703998,8.543322
6349,Zamfara,Bukkuyum,12.138988,5.46685
6350,Zamfara,Maru,12.342824,6.346197
6351,Zamfara,Bukkuyum,12.137882,5.468491
6352,Zamfara,Maru,12.341355,6.346797
6353,Zamfara,Maru,12.342552,6.3475
6354,Kaduna,Kudan,11.305342,7.73249
6355,Sokoto,Tangaza,13.369188,4.941585
6356,Sokoto,Tangaza,13.3681,4.939987
6357,Sokoto,Tangaza,13.367721,4.938894
6358,Sokoto,Tangaza,13.369638,4.939366
6359,Sokoto,Tangaza,13.370272,4.939179
6360,Sokoto,Tangaza,13.371174,4.939347
6361,Sokoto,Tangaza,13.370197,4.937873
6362,Kano,Takai,11.578094,9.11144
6363,Kastina,Mashi,12.959817,7.963964
6364,Kano,Shanono,12.049355,7.990779
6365,Kaduna,Kudan,11.305898,7.731754
6366,Zamfara,Bukkuyum,12.13746,5.470245
6367,Kano,Bunkure,11.702939,8.542252
6368,Kano,Bagwai,12.155424,8.132068
6369,Zamfara,Bukkuyum,12.165208,5.457066
6370,Kaduna,Kudan,11.306215,7.731796
6371,Kaduna,Chikun,10.447157,7.46028
6372,Kano,Bunkure,11.702205,8.543723
6373,Kano,Bagwai,12.153887,8.131036
6374,Jigawa,Roni,12.658867,8.262732
6375,Kano,Shanono,12.049765,7.991506
6376,Kaduna,Sanga,9.205566,8.430083
6377,Kastina,Mashi,12.950439,7.949471
6378,Kastina,Kafur,11.641219,7.688308
6379,Kaduna,Kudan,11.303874,7.733226
6380,Kano,Bunkure,11.696833,8.538589
6381,Kaduna,Sanga,9.205613,8.428488
6382,Kano,Bagwai,12.159136,8.135111
6383,Sokoto,Yabo,12.720908,5.010445
6384,Sokoto,Yabo,12.712646,5.010187
6385,Sokoto,Yabo,12.721374,5.025329
6386,Sokoto,Yabo,12.713942,5.038451
6387,Sokoto,Yabo,12.719015,5.047926
6388,Sokoto,Yabo,12.722396,5.055206
6389,Sokoto,Yabo,12.737049,5.062717
6390,Sokoto,Gudu,13.411891,4.479966
6391,Sokoto,Gudu,13.411891,4.479966
6392,Sokoto,Gudu,13.411891,4.479966
6393,Sokoto,Gudu,13.411891,4.479966
6394,Sokoto,Gudu,13.414513,4.480311
6395,Sokoto,Gudu,13.414513,4.480311
6396,Sokoto,Gudu,13.414513,4.480311
6397,Kaduna,Sanga,9.205942,8.427358
6398,Jigawa,Roni,12.658875,8.26273
6399,Kastina,Kafur,11.640221,7.690055
6400,Kastina,Kafur,11.640807,7.689054
6401,Kaduna,Kaduna South,10.483137,7.431335
6402,Kano,Bagwai,12.160367,8.134478
6403,Kaduna,Kudan,11.305242,7.734222
6404,Kano,Bunkure,11.695659,8.537376
6405,Jigawa,Roni,12.6586,8.262322
6406,Zamfara,Bukkuyum,12.165968,5.457223
6407,Kastina,Mashi,12.961396,7.96276
6408,Kaduna,Kudan,11.303802,7.732005
6409,Zamfara,Bukkuyum,12.16316,5.463837
6410,Jigawa,Roni,12.658699,8.26241
6411,Sokoto,Bodinga,12.845186,5.151399
6412,Sokoto,Bodinga,12.845258,5.151145
6413,Sokoto,Bodinga,12.845258,5.150546
6414,Sokoto,Bodinga,12.845318,5.150703
6415,Sokoto,Bodinga,12.834729,5.141081
6416,Kaduna,Kudan,11.303955,7.730933
6417,Sokoto,Bodinga,12.829324,5.137506
6418,Sokoto,Bodinga,12.834772,5.140875
