,State,LGA,Urban_Target,Rural_Target,Urban_Collected,Rural_Collected,Urban_Deficit,Rural_Deficit
642,Oyo,Ibarapa East,6,3,6,3,0,0
643,Oyo,Ibarapa North,6,3,8,3,0,0
644,Oyo,Ido,6,3,6,4,0,0
645,Oyo,Irepo,6,3,6,3,0,0
646,Oyo,Iseyin,6,3,6,4,0,0
647,Oyo,Itesiwaju,6,3,6,3,0,0
648,Oyo,Iwajowa,6,3,6,3,0,0
649,Oyo,Kajola,6,3,6,3,0,0
650,Oyo,Lagelu,6,3,6,5,0,0
651,Oyo,Ogbomosho North,6,3,7,3,0,0
652,Oyo,Ogbomosho South,6,3,6,4,0,0
653,Oyo,Ogo Oluwa,6,3,6,3,0,0
654,Oyo,Olorunsogo,6,3,6,3,0,0
655,Oyo,Oluyole,6,3,6,5,0,0
656,Oyo,Ona Ara,6,3,6,3,0,0
657,Oyo,Orelope,6,3,6,3,0,0
658,Oyo,Orire,6,3,6,3,0,0
659,Oyo,Oyo East,6,3,6,4,0,0
660,Oyo,Oyo West,6,3,6,3,0,0
661,Oyo,Saki East,6,3,6,5,0,0
662,Oyo,Saki West,6,3,8,3,0,0
663,Oyo,Surulere,6,3,6,3,0,0
664,Plateau,Barkin Ladi,3,6,3,6,0,0
665,Plateau,Bassa,3,6,3,6,0,0
666,Plateau,Bokkos,3,6,0,0,3,6
667,Plateau,Jos East,3,6,2,7,1,0
668,Plateau,Jos North,3,6,2,5,1,1
669,Plateau,Jos South,3,6,3,6,0,0
670,Plateau,Kanam,3,6,4,6,0,0
671,Plateau,Kanke,3,6,3,6,0,0
672,Plateau,Langtang North,3,6,3,6,0,0
673,Plateau,Langtang South,3,6,3,6,0,0
674,Plateau,Mangu,3,6,3,6,0,0
675,Plateau,Mikang,3,6,0,0,3,6
676,Plateau,Pankshin,3,6,2,6,1,0
677,Plateau,Quaran Pan,3,6,3,6,0,0
678,Plateau,Riyom,3,6,3,6,0,0
679,Plateau,Shendam,3,6,3,5,0,1
680,Plateau,Wase,3,6,3,6,0,0
681,Rivers,Abua-Odual,6,6,6,6,0,0
682,Rivers,Ahoada East,6,6,6,6,0,0
683,Rivers,Ahoada West,6,6,6,8,0,0
684,Rivers,Akuku Toru,6,6,6,7,0,0
685,Rivers,Andoni,6,6,6,6,0,0
686,Rivers,Asari Toru,6,6,7,6,0,0
687,Rivers,Bonny,6,6,6,9,0,0
688,Rivers,Degema,6,6,6,6,0,0
689,Rivers,Eleme,6,6,8,6,0,0
690,Rivers,Emohua,6,6,6,6,0,0
691,Rivers,Etche,6,6,6,6,0,0
692,Rivers,Gokana,6,6,6,6,0,0
693,Rivers,Ikwerre,6,6,6,6,0,0
694,Rivers,Khana,6,6,6,6,0,0
695,Rivers,Obio-Akpor,6,6,8,6,0,0
696,Rivers,Ogba-Egbema-Ndoni,6,6,6,6,0,0
697,Rivers,Ogu-Bolo,6,6,6,6,0,0
698,Rivers,Okirika,6,6,6,6,0,0
699,Rivers,Omuma,6,6,6,6,0,0
700,Rivers,Opobo-Nkoro,6,6,6,6,0,0
701,Rivers,Oyigbo,6,6,6,6,0,0
702,Rivers,Port Harcourt,6,6,6,7,0,0
703,Rivers,Tai,6,6,6,6,0,0
704,Sokoto,Binji,3,4,6,8,0,0
705,Sokoto,Bodinga,3,4,6,8,0,0
706,Sokoto,Dange Shuni,3,4,3,4,0,0
707,Sokoto,Gada,3,4,6,8,0,0
708,Sokoto,Goronyo,3,4,6,8,0,0
709,Sokoto,Gudu,3,4,3,4,0,0
710,Sokoto,Gwadabawa,3,4,3,4,0,0
711,Sokoto,Illela,3,4,0,0,3,4
712,Sokoto,Isah,3,4,0,0,3,4
713,Sokoto,Kebbe,3,4,3,4,0,0
714,Sokoto,Kware,3,4,3,4,0,0
715,Sokoto,Rabah,3,4,0,0,3,4
716,Sokoto,Sabon Birni,3,4,0,0,3,4
717,Sokoto,Shagari,3,4,1,4,2,0
718,Sokoto,Silame,3,4,5,4,0,0
719,Sokoto,Sokoto North,3,4,3,4,0,0
720,Sokoto,Sokoto South,3,4,3,4,0,0
721,Sokoto,Tambuwal,3,4,3,4,0,0
722,Sokoto,Tangaza,3,4,3,4,0,0
723,Sokoto,Tureta,3,4,0,0,3,4
724,Sokoto,Wamakko,3,4,3,4,0,0
725,Sokoto,Wurno,3,4,3,4,0,0
726,Sokoto,Yabo,3,4,3,4,0,0
727,Taraba,Ardo Kola,3,5,3,5,0,0
728,Taraba,Bali,3,5,0,0,3,5
729,Taraba,Donga,3,5,3,4,0,1
730,Taraba,Gashaka,3,5,0,0,3,5
731,Taraba,Gassol,3,5,3,5,0,0
732,Taraba,Ibi,3,5,3,5,0,0
733,Taraba,Jalingo,3,5,2,5,1,0
734,Taraba,Karim Lamido,3,5,3,5,0,0
735,Taraba,Kurmi,3,5,0,0,3,5
736,Taraba,Lau,3,5,3,3,0,2
737,Taraba,Sardauna,3,5,0,0,3,5
738,Taraba,Takum,3,5,0,0,3,5
739,Taraba,Ussa,3,5,0,0,3,5
740,Taraba,Wukari,3,5,4,5,0,0
741,Taraba,Yorro,3,5,2,4,1,1
742,Taraba,Zing,3,5,3,5,0,0
743,Yobe,Bade,3,4,2,4,1,0
744,Yobe,Bursari,3,4,3,4,0,0
745,Yobe,Damaturu,3,4,2,4,1,0
746,Yobe,Fika,3,4,3,4,0,0
747,Yobe,Fune,3,4,3,4,0,0
748,Yobe,Geidam,3,4,3,4,0,0
749,Yobe,Gujba,3,4,3,3,0,1
750,Yobe,Gulani,3,4,3,4,0,0
751,Yobe,Jakusko,3,4,3,4,0,0
752,Yobe,Karasuwa,3,4,2,4,1,0
753,Yobe,Machina,3,4,0,0,3,4
754,Yobe,Nangere,3,4,3,4,0,0
755,Yobe,Nguru,3,4,1,4,2,0
756,Yobe,Potiskum,3,4,3,4,0,0
757,Yobe,Tarmuwa,3,4,3,2,0,2
758,Yobe,Yunusari,3,4,2,4,1,0
759,Yobe,Yusufari,3,4,3,0,0,4
760,Zamfara,Anka,3,7,0,0,3,7
761,Zamfara,Bakuka,3,7,0,6,3,1
762,Zamfara,Birnin Magaji/Kiyaw,3,7,3,7,0,0
763,Zamfara,Bukkuyum,3,7,7,14,0,0
764,Zamfara,Bungudu,3,7,3,7,0,0
765,Zamfara,Gummi,3,7,4,13,0,0
766,Zamfara,Gusau,3,7,6,6,0,1
767,Zamfara,Kaura-Namoda,3,7,3,6,0,1
768,Zamfara,Maradun,3,7,0,0,3,7
769,Zamfara,Maru,3,7,2,7,1,0
770,Zamfara,Shinkafi,3,7,0,0,3,7
771,Zamfara,Talata-Mafara,3,7,0,7,3,0
772,Zamfara,Tsafe,3,7,3,7,0,0
773,Zamfara,Zurmi,3,7,0,3,3,4
